t,Yar,Yar+,Yar*,Ye-,Nar+,Nar*,Te,ydot0,ydot1,ydot2,term4,qu,hu
0.0092980000,0.9976809699,0.0023189440,0.0000000543,0.0000000318,372356438505410048.0000000000,8723933229833.6835937500,20679.5238589234,-26.6661777010,-0.0000170183,-60.9917229049,8.3187074827,4,0.0000011860
0.0092990000,0.9977123629,0.0022875514,0.0000000543,0.0000000314,367327185227499520.0000000000,8720966189996.8496093750,20389.6623083478,-26.2857054956,-0.0000170120,-57.9386719811,7.0705076921,4,0.0000011860
0.0093000000,0.9977156851,0.0022842292,0.0000000543,0.0000000314,366794943561895040.0000000000,8720649592242.3046875000,20361.8630756316,-26.2445100894,-0.0000170114,2942.2513194130,6.9585584567,4,0.0000000002
0.0093010000,0.9976644749,0.0023354388,0.0000000543,0.0000000321,374998864025040960.0000000000,8717207118106.6220703125,40632.7346267413,181.6682592290,-0.0000170055,1411.7078515599,1441.9421158168,4,0.0000001274
0.0093020000,0.9974385583,0.0025613522,0.0000000543,0.0000000352,411180866693584576.0000000000,8712777767842.6484375000,43142.5410556075,285.9603520332,-0.0000170007,-2331.0532700543,2155.5510639007,4,0.0000000007
0.0093030000,0.9973252154,0.0026746936,0.0000000543,0.0000000367,429327330394972992.0000000000,8709060176724.3564453125,33252.8073907035,36.5506468738,-0.0000169954,-628.8211034326,504.8258712754,4,0.0000001028
0.0093040000,0.9973118562,0.0026880526,0.0000000542,0.0000000369,431465900070651520.0000000000,8705973520114.3701171875,29676.5169726584,-3.3346883964,-0.0000169896,-336.2931502877,231.2423824411,4,0.0000001767
0.0093050000,0.9973230399,0.0026768691,0.0000000542,0.0000000368,429675604852709888.0000000000,8703200820456.9521484375,27764.8640516031,-16.0138470150,-0.0000169840,-233.9219927485,139.2596627500,4,0.0000002330
0.0093060000,0.9973406723,0.0026592370,0.0000000542,0.0000000365,426852899195970176.0000000000,8700812925859.4501953125,26591.9271660348,-21.2966099564,-0.0000169790,-186.1764720539,98.0388978248,4,0.0000002330
0.0093070000,0.9973676610,0.0026322487,0.0000000542,0.0000000361,422532193835060864.0000000000,8697876278913.4433593750,25492.8310772186,-24.7395087494,-0.0000169728,-150.1732134266,68.2886162801,3,0.0000003488
0.0093080000,0.9973944906,0.0026054194,0.0000000542,0.0000000358,418236712374043072.0000000000,8695258798738.2470703125,24717.0228824447,-26.3810151083,-0.0000169673,-129.1353448198,51.7615409989,3,0.0000003488
0.0093090000,0.9974200912,0.0025798192,0.0000000542,0.0000000354,414137794497300288.0000000000,8692884123621.9218750000,24124.7974527081,-27.2346388211,-0.0000169622,-115.2002344946,41.3275255393,4,0.0000006047
0.0093100000,0.9974534102,0.0025465007,0.0000000541,0.0000000350,408802767378239872.0000000000,8689880230172.2783203125,23483.6629421724,-27.8005467348,-0.0000169558,-101.9483298170,31.9216187127,4,0.0000006047
0.0093110000,0.9974702794,0.0025296318,0.0000000541,0.0000000347,406101543218252352.0000000000,8688380493561.7636718750,23199.6280019615,-27.9390442366,-0.0000169526,-96.6250494460,28.3226016537,4,0.0000006047
0.0093120000,0.9975013511,0.0024985605,0.0000000541,0.0000000343,401125860437401792.0000000000,8685629172829.4980468750,22724.2353746761,-28.0292732255,-0.0000169467,-88.4060191888,23.0092587369,4,0.0000011101
0.0093130000,0.9975420879,0.0024578242,0.0000000541,0.0000000338,394601986571494336.0000000000,8682024157851.0634765625,22176.3857360124,-27.9246729627,-0.0000169389,-79.8973388020,17.8837207112,4,0.0000007275
0.0093140000,0.9975623550,0.0024375574,0.0000000541,0.0000000335,391356074295259328.0000000000,8680221339763.0449218750,21926.7343276670,-27.8092749065,-0.0000169351,-76.3333278555,15.8689283608,4,0.0000007275
0.0093150000,0.9975963759,0.0024035370,0.0000000540,0.0000000330,385907107186479872.0000000000,8677175406414.3935546875,21536.7644730372,-27.5482096253,-0.0000169286,-71.1172424479,13.0838121533,4,0.0000012288
0.0093160000,0.9976300389,0.0023698746,0.0000000540,0.0000000325,380515112486027776.0000000000,8674127454084.1748046875,21178.9263872025,-27.2288136141,-0.0000169220,-66.6809304559,10.8839483786,4,0.0000012288
0.0093170000,0.9976632895,0.0023366244,0.0000000540,0.0000000321,375188800742582592.0000000000,8671077015572.3662109375,20847.7349455445,-26.8702405690,-0.0000169155,-62.8468806899,9.1215381865,4,0.0000012288
0.0093180000,0.9976632895,0.0023366244,0.0000000540,0.0000000321,375188800742582592.0000000000,8671077015572.3662109375,20847.7349455445,-26.8702405690,-0.0000169155,-62.8468806899,9.1215381865,4,0.0000012288
0.0093190000,0.9976960753,0.0023038390,0.0000000540,0.0000000316,369936594556123712.0000000000,8668023639944.3164062500,20538.0063991047,-26.4857205626,-0.0000169090,-59.4810355830,7.6889049237,4,0.0000012288
0.0093200000,0.9977155283,0.0022843864,0.0000000540,0.0000000314,366820121231630848.0000000000,8666187523518.2216796875,20361.3295929241,-26.2462564899,-0.0000169051,2942.2512864101,6.9570928395,4,0.0000000001
0.0093210000,0.9976746833,0.0023252308,0.0000000540,0.0000000319,373363582927521408.0000000000,8663017190909.3300781250,40118.5893462529,166.5800593191,-0.0000168996,1516.2520095008,1340.7939080095,3,0.0000000809
0.0093220000,0.9974385466,0.0025613643,0.0000000539,0.0000000352,411182793769040512.0000000000,8658367329571.3632812500,43145.8394850158,286.0869823557,-0.0000168945,-2331.9125388929,2156.3893730475,3,0.0000000002
0.0093230000,0.9973232001,0.0026767092,0.0000000539,0.0000000368,429649997708124800.0000000000,8654497281892.8017578125,32977.2039669201,32.6393543513,-0.0000168889,-600.9605534608,478.4121993920,4,0.0000000803
0.0093240000,0.9973116909,0.0026882183,0.0000000539,0.0000000369,431492417367524480.0000000000,8651774911596.3896484375,29822.2899705254,-2.1408526265,-0.0000168838,-345.4965922767,239.6637626431,5,0.0000002480
0.0093250000,0.9973210746,0.0026788348,0.0000000539,0.0000000368,429990272965110336.0000000000,8649168286703.9716796875,27945.5389291556,-15.0406002121,-0.0000168786,-242.2359971192,146.5771418210,5,0.0000002480
0.0093260000,0.9973393178,0.0026605918,0.0000000539,0.0000000365,427069786596683136.0000000000,8646638848900.5019531250,26661.0232272488,-21.0334853649,-0.0000168733,-188.7098000283,100.1830414025,5,0.0000002480
0.0093270000,0.9973675424,0.0026323676,0.0000000538,0.0000000361,422551222997412800.0000000000,8643572793915.0332031250,25497.2441260729,-24.7282490454,-0.0000168669,-150.3018544475,68.3922699921,4,0.0000004782
0.0093280000,0.9973920236,0.0026078867,0.0000000538,0.0000000358,418631749676499456.0000000000,8641194673441.8212890625,24783.0783322184,-26.2639578646,-0.0000168618,-130.7938574673,53.0356890679,4,0.0000004782
0.0093290000,0.9974175881,0.0025823227,0.0000000538,0.0000000355,414538637636545920.0000000000,8638826546415.5781250000,24177.9583031665,-27.1714951283,-0.0000168568,-116.3821430134,42.1928304804,4,0.0000004782
0.0093300000,0.9974438413,0.0025560698,0.0000000538,0.0000000351,410335023516062528.0000000000,8636465007607.5751953125,23656.0565341734,-27.6833418424,-0.0000168517,-105.3370117956,34.2704463099,4,0.0000004782
0.0093310000,0.9974845119,0.0025153997,0.0000000538,0.0000000345,403822498108427584.0000000000,8632869151863.2021484375,22973.8859468197,-28.0041961035,-0.0000168440,-92.6209688871,25.6934672725,4,0.0000007295
0.0093320000,0.9975049722,0.0024949397,0.0000000538,0.0000000343,400546024376586432.0000000000,8631072866716.7382812500,22673.5860711613,-28.0278119208,-0.0000168402,-87.5750422033,22.4916787998,4,0.0000007295
0.0093330000,0.9975254101,0.0024745022,0.0000000538,0.0000000340,397273011579898688.0000000000,8629276765715.2919921875,22393.0828275940,-27.9906682853,-0.0000168363,-83.1443101784,19.7906023849,4,0.0000007295
0.0093340000,0.9975661001,0.0024338128,0.0000000537,0.0000000334,390756321113608256.0000000000,8625684098146.4521484375,21882.4433545561,-27.7841904987,-0.0000168286,-75.7190560276,15.5307847065,4,0.0000007295
0.0093350000,0.9975863188,0.0024135943,0.0000000537,0.0000000331,387517998485806080.0000000000,8623887244515.7216796875,21649.2073180189,-27.6326866649,-0.0000168248,-72.5776955962,13.8433535396,4,0.0000007295
0.0093360000,0.9976189353,0.0023809783,0.0000000537,0.0000000327,382293728685101184.0000000000,8620963356033.8750000000,21294.3743042971,-27.3396864957,-0.0000168185,-68.0771636796,11.5585811029,4,0.0000011865
0.0093370000,0.9976511767,0.0023487373,0.0000000537,0.0000000323,377129198027302144.0000000000,8618037243403.5585937500,20965.6245113524,-27.0050517016,-0.0000168123,-64.1844295709,9.7206003512,4,0.0000011865
0.0093380000,0.9976830231,0.0023168914,0.0000000537,0.0000000318,372027625299172160.0000000000,8615108737176.2500000000,20660.1688798009,-26.6419725249,-0.0000168060,-60.7824821853,8.2301649152,4,0.0000011865
0.0093390000,0.9977144185,0.0022854965,0.0000000536,0.0000000314,366997978561822848.0000000000,8612177359808.2919921875,20372.4493025573,-26.2602450493,-0.0000167998,-57.7589476334,7.0010204622,4,0.0000011865
0.0093400000,0.9977155717,0.0022843433,0.0000000536,0.0000000314,366813222564566848.0000000000,8612066734206.6699218750,20363.6171077445,-26.2460171022,-0.0000167995,2942.2354905990,6.9652887000,4,0.0000000003
0.0093410000,0.9976779455,0.0023219690,0.0000000536,0.0000000319,372841052257039296.0000000000,8608997735022.8320312500,39928.3540731943,161.2223400586,-0.0000167942,1553.3672900044,1304.8931087511,2,0.0000000467
0.0093420000,0.9974385840,0.0025613272,0.0000000536,0.0000000352,411176862452114816.0000000000,8604295443003.0000000000,43147.6319121655,286.1509826729,-0.0000167890,-2332.3401596845,2156.8085920228,4,0.0000000002
0.0093430000,0.9973215081,0.0026784016,0.0000000536,0.0000000368,429920928018652800.0000000000,8600284372928.9599609375,32729.2253802548,29.2462406994,-0.0000167832,-576.6958499681,455.4513289801,4,0.0000001198
0.0093440000,0.9973122705,0.0026876390,0.0000000536,0.0000000369,431399695433542784.0000000000,8597344442130.1201171875,29482.5888537850,-4.8706280102,-0.0000167776,-324.3655564867,220.3595868957,4,0.0000001943
0.0093450000,0.9973256460,0.0026742637,0.0000000535,0.0000000367,429258510958876288.0000000000,8594435218057.9912109375,27538.4690472439,-17.1721459759,-0.0000167717,-223.8897095066,130.4748948352,4,0.0000003460
0.0093460000,0.9973439803,0.0026559297,0.0000000535,0.0000000365,426323434010995648.0000000000,8592095699846.5332031250,26426.9480847694,-21.9024281198,-0.0000167668,-180.2680892661,93.0589226007,4,0.0000002319
0.0093470000,0.9973672096,0.0026327008,0.0000000535,0.0000000362,422604569458362176.0000000000,8589629327687.5068359375,25510.2215426658,-24.6948755131,-0.0000167616,-150.6799476251,68.6973701359,4,0.0000003793
0.0093480000,0.9973964032,0.0026035076,0.0000000535,0.0000000358,417930609525167040.0000000000,8586818208574.4863281250,24668.8152811895,-26.4629789425,-0.0000167556,-127.9354526606,50.8448235265,4,0.0000003793
0.0093490000,0.9974237669,0.0025761442,0.0000000535,0.0000000354,413549362004345664.0000000000,8584319962888.3613281250,24047.5022098232,-27.3222614167,-0.0000167503,-113.5067838471,40.0940856787,4,0.0000006368
0.0093500000,0.9974412920,0.0025586194,0.0000000535,0.0000000351,410743273542856704.0000000000,8582757917258.7880859375,23704.7471715928,-27.6449117238,-0.0000167469,-106.3138039441,34.9562521450,4,0.0000006368
0.0093510000,0.9974767433,0.0025231686,0.0000000534,0.0000000346,405066572816343232.0000000000,8579638119126.2685546875,23096.2684761175,-27.9732793873,-0.0000167403,-94.7660363017,27.0936930849,4,0.0000006368
0.0093520000,0.9975124118,0.0024875006,0.0000000534,0.0000000342,399354689001204224.0000000000,8576521323835.4580078125,22568.3674306171,-28.0212753862,-0.0000167336,-85.8846396578,21.4473789895,4,0.0000006368
0.0093530000,0.9975398142,0.0024600986,0.0000000534,0.0000000338,394966241990581696.0000000000,8574125404446.9804687500,22204.8654587371,-27.9355789786,-0.0000167285,-80.3168763193,18.1260071771,4,0.0000009792
0.0093540000,0.9975671137,0.0024327995,0.0000000534,0.0000000334,390594035587652480.0000000000,8571729280908.7070312500,21871.8743195703,-27.7767117800,-0.0000167233,-75.5697479942,15.4502201025,4,0.0000009792
0.0093550000,0.9975941991,0.0024057145,0.0000000534,0.0000000330,386255875676070208.0000000000,8569332003496.0878906250,21561.0219551110,-27.5669419261,-0.0000167182,-71.4291405309,13.2447360720,4,0.0000009792
0.0093560000,0.9976210775,0.0023788365,0.0000000534,0.0000000327,381950655875405056.0000000000,8566933632731.4970703125,21272.0960319025,-27.3186632780,-0.0000167131,-67.8047013141,11.4257768154,4,0.0000009792
0.0093570000,0.9976476975,0.0023522168,0.0000000533,0.0000000323,377686576791566720.0000000000,8564533732633.2451171875,21000.5015867992,-27.0429130709,-0.0000167079,-64.5845667550,9.9035264796,4,0.0000009792
0.0093580000,0.9976740351,0.0023258796,0.0000000533,0.0000000319,373467523540452288.0000000000,8562132097871.0830078125,20743.9584407730,-26.7471830643,-0.0000167028,-61.6979596643,8.6195866869,4,0.0000009792
0.0093590000,0.9977000758,0.0022998393,0.0000000533,0.0000000316,369295813521669632.0000000000,8559728606937.7548828125,20500.6421579514,-26.4370515686,-0.0000166977,-59.0901605067,7.5293853579,4,0.0000009792
0.0093600000,0.9977155715,0.0022843438,0.0000000533,0.0000000314,366813306357342016.0000000000,8558283680694.9404296875,20363.1629679131,-26.2459724972,-0.0000166946,2942.2388299329,6.9636366636,4,0.0000000003
0.0093610000,0.9976744981,0.0023254167,0.0000000533,0.0000000319,373393359841202752.0000000000,8555147411710.2246093750,40131.9455864048,166.9568863046,-0.0000166892,1513.6489987708,1343.3141064881,4,0.0000000929
0.0093620000,0.9974385630,0.0025613485,0.0000000533,0.0000000352,411180277868539200.0000000000,8550560548705.9833984375,43147.9876554566,286.1668617595,-0.0000166842,-2332.4509697211,2156.9157678091,4,0.0000000002
0.0093630000,0.9973237814,0.0026761286,0.0000000532,0.0000000367,429557055437377344.0000000000,8546791718357.9550781250,33060.7818254166,33.8099972219,-0.0000166787,-609.3131577179,486.3250536820,3,0.0000000666
0.0093640000,0.9973117478,0.0026881620,0.0000000532,0.0000000369,431483412254153920.0000000000,8543990953320.1796875000,29771.5652540682,-2.5601083680,-0.0000166735,-342.2691705289,236.7086471089,4,0.0000001696
0.0093650000,0.9973222600,0.0026776501,0.0000000532,0.0000000368,429800620320309952.0000000000,8541278963798.8681640625,27830.3784838150,-15.6663417677,-0.0000166680,-236.9097849029,141.8841876799,5,0.0000003687
0.0093660000,0.9973434703,0.0026564400,0.0000000532,0.0000000365,426405129473427520.0000000000,8538500775063.3613281250,26458.1391199250,-21.7892812819,-0.0000166622,-181.3617494306,93.9811952242,5,0.0000003687
0.0093670000,0.9973693837,0.0026305270,0.0000000532,0.0000000361,422256540535409152.0000000000,8535763532265.0146484375,25434.9048356160,-24.8840407034,-0.0000166564,-148.4872010163,66.9352579879,5,0.0000003687
0.0093680000,0.9973882220,0.0026116890,0.0000000532,0.0000000359,419240520999800000.0000000000,8533952494406.3164062500,24880.8271724058,-26.0853721520,-0.0000166526,-133.3028223931,54.9694912362,5,0.0000003687
0.0093690000,0.9974136473,0.0025862640,0.0000000531,0.0000000355,415169705890920128.0000000000,8531615354175.5830078125,24263.1865332188,-27.0649696481,-0.0000166476,-118.3052509686,43.6088911041,4,0.0000005867
0.0093700000,0.9974458207,0.0025540911,0.0000000531,0.0000000351,410018191184886592.0000000000,8528753915997.2753906250,23618.9037681622,-27.7112102007,-0.0000166415,-104.5980504632,33.7539946249,4,0.0000005867
0.0093710000,0.9974785439,0.0025213684,0.0000000531,0.0000000346,404778291779322304.0000000000,8525898122670.4951171875,23067.6462074541,-27.9814958672,-0.0000166354,-94.2591643243,26.7609977934,4,0.0000005867
0.0093720000,0.9975114110,0.0024885017,0.0000000531,0.0000000342,399515006878844544.0000000000,8523044518004.6064453125,22582.2788103182,-28.0226754165,-0.0000166293,-86.1062189212,21.5832947398,4,0.0000005867
0.0093730000,0.9975434225,0.0024564907,0.0000000531,0.0000000337,394388417139480384.0000000000,8520262507707.3779296875,22159.3099194578,-27.9182930093,-0.0000166233,-79.6481883104,17.7399416599,4,0.0000011442
0.0093740000,0.9975786246,0.0024212891,0.0000000530,0.0000000332,388750459744486336.0000000000,8517184827760.5781250000,21736.7200220600,-27.6934198486,-0.0000166167,-73.7385674353,14.4585041253,4,0.0000012655
0.0093750000,0.9976134888,0.0023864254,0.0000000530,0.0000000328,383166237842958592.0000000000,8514105399582.3183593750,21352.0153285371,-27.3921763022,-0.0000166101,-68.7862798080,11.9076539241,4,0.0000012655
0.0093760000,0.9976134888,0.0023864254,0.0000000530,0.0000000328,383166237842958592.0000000000,8514105399582.3183593750,21352.0153285371,-27.3921763022,-0.0000166101,-68.7862798080,11.9076539241,4,0.0000012655
0.0093770000,0.9976479347,0.0023519800,0.0000000530,0.0000000323,377648633210936832.0000000000,8511023543355.7529296875,20997.8843175475,-27.0403640095,-0.0000166036,-64.5550888337,9.8898020975,4,0.0000012655
0.0093780000,0.9976819230,0.0023179922,0.0000000530,0.0000000318,372203967521754944.0000000000,8507938927932.8984375000,20669.9767731015,-26.6549491202,-0.0000165970,-60.8899879491,8.2751492785,4,0.0000012655
0.0093790000,0.9977154073,0.0022845084,0.0000000530,0.0000000314,366839669382197632.0000000000,8504851164065.6347656250,20362.7880219039,-26.2478218104,-0.0000165904,-57.6625595668,6.9627697356,4,0.0000012655
0.0093800000,0.9977169728,0.0022829429,0.0000000530,0.0000000314,366588854603892352.0000000000,8504704678534.4267578125,21050.3878808257,-26.2425320607,-0.0000165901,2936.7908080273,9.8519657951,4,0.0000000600
0.0093810000,0.9976778052,0.0023221099,0.0000000529,0.0000000319,372863624269916480.0000000000,8501723742220.4687500000,39980.4057705652,162.6262592292,-0.0000165849,1543.7451555719,1314.2294305732,4,0.0000000893
0.0093820000,0.9974464074,0.0025535046,0.0000000529,0.0000000351,409924273968651520.0000000000,8497228226193.2402343750,43142.8861926667,285.1050300684,-0.0000165800,-2324.0499851464,2149.0836996044,3,0.0000000005
0.0093830000,0.9973322099,0.0026677006,0.0000000529,0.0000000366,428207840142064640.0000000000,8493502215658.2333984375,33083.7896540686,34.0310600877,-0.0000165746,-609.7502195218,487.0216806467,4,0.0000000813
0.0093840000,0.9973205623,0.0026793480,0.0000000529,0.0000000368,430072432982677120.0000000000,8490336274836.1718750000,29453.9114064000,-5.0763509042,-0.0000165686,-321.6514723328,218.1180121431,4,0.0000002102
0.0093850000,0.9973349171,0.0026649934,0.0000000529,0.0000000366,427774452526174784.0000000000,8487352645727.6298828125,27464.1485278729,-17.4823500770,-0.0000165625,-219.9991711195,127.2854340690,5,0.0000003737
0.0093860000,0.9973509318,0.0026489789,0.0000000529,0.0000000364,425210655772198720.0000000000,8485325653460.2734375000,26488.2103542167,-21.6139410703,-0.0000165583,-181.8787947591,94.5952171190,5,0.0000002712
0.0093870000,0.9973762030,0.0026237081,0.0000000528,0.0000000360,421164829492478400.0000000000,8482656902671.7412109375,25478.3632821795,-24.6993046772,-0.0000165527,-149.2899155238,67.7408660379,5,0.0000002712
0.0093880000,0.9973969775,0.0026029340,0.0000000528,0.0000000357,417838766718507776.0000000000,8480671297176.2500000000,24869.4552347377,-26.0232592706,-0.0000165485,-132.5856281383,54.5687994750,5,0.0000002712
0.0093890000,0.9974258327,0.0025740791,0.0000000528,0.0000000353,413218700486353856.0000000000,8478034327506.2333984375,24177.2689830415,-27.0857670836,-0.0000165429,-115.9974181652,42.0484260526,5,0.0000002712
0.0093900000,0.9974555166,0.0025443957,0.0000000528,0.0000000349,408465699872859392.0000000000,8475405188970.2314453125,23588.9297061917,-27.6448884324,-0.0000165372,-103.6771931460,33.2369052705,5,0.0000002712
0.0093910000,0.9974780813,0.0025218313,0.0000000528,0.0000000346,404852421369084160.0000000000,8473436426631.9179687500,23199.6378148512,-27.8527786627,-0.0000165330,-96.3275990913,28.2360367302,5,0.0000002712
0.0093920000,0.9975133860,0.0024865271,0.0000000528,0.0000000341,399198772825530176.0000000000,8470379740342.1083984375,22663.7479363233,-27.9406573362,-0.0000165265,-87.1448581668,22.3235537115,4,0.0000004508
0.0093930000,0.9975385331,0.0024613803,0.0000000527,0.0000000338,395171510965461312.0000000000,8468200581010.1064453125,22319.1321086433,-27.8864794628,-0.0000165218,-81.7698455726,19.0649458113,4,0.0000004508
0.0093940000,0.9975636665,0.0024362473,0.0000000527,0.0000000335,391146245046056192.0000000000,8466021871732.5917968750,22004.9197662900,-27.7611366503,-0.0000165172,-77.1833810721,16.4275597540,4,0.0000004508
0.0093950000,0.9975886137,0.0024113005,0.0000000527,0.0000000331,387150593598538752.0000000000,8463842156532.0751953125,21709.8790155144,-27.5877952193,-0.0000165125,-73.1484474758,14.2228184014,4,0.0000004508
0.0093960000,0.9976416404,0.0023582745,0.0000000527,0.0000000324,378656944987304320.0000000000,8459152835516.3183593750,21137.3250367488,-27.1003808940,-0.0000165025,-65.9746264487,10.6150193023,4,0.0000009691
0.0093970000,0.9976677498,0.0023321655,0.0000000527,0.0000000320,374474502920788352.0000000000,8456805749646.3134765625,20874.9367927849,-26.8182773604,-0.0000164975,-62.9562480999,9.2284655703,4,0.0000009691
0.0093980000,0.9976936087,0.0023063070,0.0000000527,0.0000000317,370331973064115328.0000000000,8454457207823.1669921875,20628.3561191027,-26.5190228548,-0.0000164925,-60.2521091080,8.0613079631,4,0.0000009691
0.0093990000,0.9977191687,0.0022807474,0.0000000526,0.0000000313,366237106431143936.0000000000,8452106803805.1533203125,20393.7501271797,-26.2079256130,-0.0000164874,-57.7965074389,7.0646620761,4,0.0000009691
0.0094000000,0.9977226587,0.0022772574,0.0000000526,0.0000000313,365677975602535296.0000000000,8451783004410.0683593750,20363.1822876914,-26.1645326371,-0.0000164868,2942.4177250856,6.9422519008,4,0.0000000001
0.0094010000,0.9976712284,0.0023286870,0.0000000526,0.0000000320,373917252055228928.0000000000,8448447696249.7685546875,40663.5414895403,182.0256070926,-0.0000164811,1410.2808336729,1443.6262808042,5,0.0000001365
0.0094020000,0.9974445687,0.0025553436,0.0000000526,0.0000000351,410218739924426048.0000000000,8444143798393.9101562500,43147.6169454605,285.4878418046,-0.0000164764,-2326.9259841643,2151.8048093534,5,0.0000000030
0.0094030000,0.9973312251,0.0026686857,0.0000000526,0.0000000366,428365539218297600.0000000000,8440518859620.1552734375,33208.0842338903,35.8221410525,-0.0000164712,-622.7644483948,499.2976095921,5,0.0000001088
0.0094040000,0.9973184910,0.0026814196,0.0000000526,0.0000000368,430404065359795200.0000000000,8437384289030.1728515625,29528.9110187972,-4.4978583610,-0.0000164653,-326.4144348813,222.4045517563,5,0.0000001664
0.0094050000,0.9973295522,0.0026703585,0.0000000525,0.0000000367,428633345129556352.0000000000,8434838829388.8115234375,27746.7100671018,-16.0708584475,-0.0000164602,-232.5549138732,138.2157392146,5,0.0000001664
0.0094060000,0.9973486667,0.0026512444,0.0000000525,0.0000000364,425573339570059520.0000000000,8432361865493.7871093750,26509.0489968088,-21.5530209282,-0.0000164550,-182.7480926263,95.2865803132,5,0.0000001664
0.0094070000,0.9973717515,0.0026281599,0.0000000525,0.0000000361,421877574953868736.0000000000,8429919013217.5068359375,25564.7517608170,-24.4972998663,-0.0000164499,-151.9381539809,69.8343399185,5,0.0000001664
0.0094080000,0.9973938702,0.0026060415,0.0000000525,0.0000000358,418336306184289024.0000000000,8427796333595.1835937500,24893.9595700143,-25.9991491981,-0.0000164454,-133.3299508080,55.1042685997,4,0.0000002708
0.0094090000,0.9974289742,0.0025709380,0.0000000525,0.0000000353,412715758735792128.0000000000,8424620685789.4267578125,24065.2182460132,-27.2383805678,-0.0000164386,-113.6253374359,40.2801340853,3,0.0000005026
0.0094100000,0.9974566051,0.0025433075,0.0000000525,0.0000000349,408291452820372672.0000000000,8422200646520.0419921875,23532.7854237765,-27.7046117912,-0.0000164334,-102.6608411734,32.5022447548,3,0.0000005026
0.0094110000,0.9974845886,0.0025153244,0.0000000524,0.0000000345,403810429118678272.0000000000,8419784270686.7412109375,23065.4041441892,-27.9165315286,-0.0000164282,-93.9992510306,26.6729536895,3,0.0000005026
0.0094120000,0.9975126885,0.0024872249,0.0000000524,0.0000000342,399310530713617408.0000000000,8417369571169.7080078125,22646.9817738589,-27.9610763845,-0.0000164231,-86.9396871803,22.1721931810,3,0.0000005026
0.0094130000,0.9975488889,0.0024510250,0.0000000524,0.0000000337,393513045651567552.0000000000,8414256079523.6367187500,22164.2381752883,-27.8536142708,-0.0000164164,-79.5302227847,17.7393087142,4,0.0000007938
0.0094140000,0.9975709453,0.0024289689,0.0000000524,0.0000000334,389980506509698304.0000000000,8412349322371.0917968750,21893.6225045015,-27.7244841663,-0.0000164123,-75.6930971219,15.5787116562,4,0.0000007938
0.0094150000,0.9975928918,0.0024070227,0.0000000524,0.0000000331,386465424988950592.0000000000,8410442078759.5654296875,21639.7463440995,-27.5601803287,-0.0000164082,-72.2813235197,13.7456200440,4,0.0000007938
0.0094160000,0.9976146987,0.0023852161,0.0000000524,0.0000000328,382972542981030080.0000000000,8408534100944.4746093750,21400.0613311077,-27.3690058258,-0.0000164042,-69.2181288213,12.1760921620,4,0.0000007938
0.0094170000,0.9976578090,0.0023421065,0.0000000523,0.0000000322,376066992848073984.0000000000,8404715233113.5429687500,20955.7231373878,-26.9293252749,-0.0000163960,-63.9173623185,9.6461051109,4,0.0000007938
0.0094180000,0.9976790895,0.0023208263,0.0000000523,0.0000000319,372657996632448640.0000000000,8402804152841.2021484375,20748.6321129143,-26.6890938662,-0.0000163919,-61.6020274834,8.6212618153,4,0.0000007938
0.0094190000,0.9977156995,0.0022842168,0.0000000523,0.0000000314,366792958713746688.0000000000,8399471690257.6152343750,20408.2749453756,-26.2492839930,-0.0000163848,-57.9926255688,7.1290703360,4,0.0000013830
0.0094200000,0.9977209700,0.0022789464,0.0000000523,0.0000000313,365948568135411712.0000000000,8398986795938.2080078125,20361.8451256467,-26.1837942879,-0.0000163838,2942.3848997515,6.9425098608,4,0.0000000001
0.0094210000,0.9976801864,0.0023197295,0.0000000523,0.0000000319,372482274713092352.0000000000,8395920087923.9882812500,40131.7554804386,166.5469013319,-0.0000163785,1517.2965879328,1340.0173526566,3,0.0000000807
0.0094220000,0.9974433996,0.0025565130,0.0000000523,0.0000000351,410405997998492416.0000000000,8391402946966.5800781250,43165.0071974864,286.2772753405,-0.0000163735,-2332.4516791337,2157.1443451944,3,0.0000000002
0.0094230000,0.9973279709,0.0026719402,0.0000000523,0.0000000367,428886544689316416.0000000000,8387646478519.6035156250,32971.7955273226,32.5066535912,-0.0000163681,-599.3516563214,477.0519314759,4,0.0000000727
0.0094240000,0.9973169983,0.0026829126,0.0000000522,0.0000000368,430643079292892864.0000000000,8384668379611.8818359375,29521.6776078021,-4.5571162344,-0.0000163625,-326.1570315746,222.1274429602,5,0.0000001994
0.0094250000,0.9973280577,0.0026718534,0.0000000522,0.0000000367,428872653796324608.0000000000,8382142620520.4599609375,27742.8866590792,-16.1002056743,-0.0000163573,-232.5161709325,138.1436552767,5,0.0000001994
0.0094260000,0.9973445619,0.0026553494,0.0000000522,0.0000000365,426230527056162368.0000000000,8379981604598.2832031250,26638.4291793748,-21.0818030129,-0.0000163529,-187.5397048531,99.2999631804,5,0.0000003382
0.0094270000,0.9973677326,0.0026321791,0.0000000522,0.0000000361,422521042200575104.0000000000,8377512760391.3916015625,25654.9781571793,-24.2723168812,-0.0000163477,-154.7233347391,72.0576761975,5,0.0000003382
0.0094280000,0.9973939189,0.0026059932,0.0000000522,0.0000000358,418328570988409472.0000000000,8375010453761.9082031250,24854.3403180292,-26.0877617879,-0.0000163424,-132.3809333499,54.3435666127,4,0.0000005186
